timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/08/27 23:28:35.162, 0, 0 %, 0 %, 35355 MiB, 37.78 W
2026/08/27 23:28:35.162, 1, 0 %, 0 %, 35344 MiB, 36.60 W
2026/08/27 23:28:35.162, 2, 15 %, 0 %, 35344 MiB, 38.13 W
2026/08/27 23:28:40.163, 0, 2 %, 0 %, 35355 MiB, 38.18 W
2026/08/27 23:28:40.163, 1, 0 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:28:40.163, 2, 0 %, 0 %, 35344 MiB, 37.95 W
2026/08/27 23:28:45.163, 0, 18 %, 0 %, 35355 MiB, 37.12 W
2026/08/27 23:28:45.164, 1, 8 %, 0 %, 35344 MiB, 36.79 W
2026/08/27 23:28:45.164, 2, 0 %, 0 %, 35344 MiB, 37.95 W
2026/08/27 23:28:50.164, 0, 48 %, 1 %, 35355 MiB, 37.22 W
2026/08/27 23:28:50.164, 1, 3 %, 0 %, 35344 MiB, 37.28 W
2026/08/27 23:28:50.164, 2, 0 %, 0 %, 35344 MiB, 38.03 W
2026/08/27 23:28:55.165, 0, 12 %, 0 %, 35355 MiB, 37.01 W
2026/08/27 23:28:55.165, 1, 3 %, 0 %, 35344 MiB, 37.48 W
2026/08/27 23:28:55.165, 2, 0 %, 0 %, 35344 MiB, 37.95 W
2026/08/27 23:29:00.165, 0, 6 %, 0 %, 35355 MiB, 37.12 W
2026/08/27 23:29:00.166, 1, 12 %, 0 %, 35344 MiB, 36.61 W
2026/08/27 23:29:00.166, 2, 0 %, 0 %, 35344 MiB, 37.85 W
2026/08/27 23:29:05.166, 0, 0 %, 0 %, 35355 MiB, 37.03 W
2026/08/27 23:29:05.166, 1, 0 %, 0 %, 35344 MiB, 36.71 W
2026/08/27 23:29:05.166, 2, 0 %, 0 %, 35344 MiB, 37.86 W
2026/08/27 23:29:10.167, 0, 100 %, 22 %, 35355 MiB, 228.80 W
2026/08/27 23:29:10.167, 1, 99 %, 16 %, 35344 MiB, 149.52 W
2026/08/27 23:29:10.167, 2, 100 %, 22 %, 35344 MiB, 186.67 W
2026/08/27 23:29:15.167, 0, 100 %, 25 %, 35355 MiB, 140.32 W
2026/08/27 23:29:15.168, 1, 100 %, 23 %, 35344 MiB, 147.62 W
2026/08/27 23:29:15.168, 2, 100 %, 22 %, 35344 MiB, 154.10 W
2026/08/27 23:29:20.169, 0, 100 %, 26 %, 35355 MiB, 172.71 W
2026/08/27 23:29:20.169, 1, 100 %, 18 %, 35344 MiB, 129.23 W
2026/08/27 23:29:20.169, 2, 98 %, 22 %, 35344 MiB, 82.02 W
2026/08/27 23:29:25.170, 0, 100 %, 22 %, 35355 MiB, 131.24 W
2026/08/27 23:29:25.171, 1, 100 %, 20 %, 35344 MiB, 148.90 W
2026/08/27 23:29:25.171, 2, 100 %, 18 %, 35344 MiB, 144.59 W
2026/08/27 23:29:30.172, 0, 100 %, 0 %, 35355 MiB, 74.65 W
2026/08/27 23:29:30.172, 1, 100 %, 0 %, 35344 MiB, 71.72 W
2026/08/27 23:29:30.172, 2, 100 %, 1 %, 35344 MiB, 75.90 W
2026/08/27 23:29:35.172, 0, 100 %, 3 %, 35355 MiB, 74.36 W
2026/08/27 23:29:35.172, 1, 100 %, 0 %, 35344 MiB, 71.53 W
2026/08/27 23:29:35.172, 2, 100 %, 0 %, 35344 MiB, 75.60 W
2026/08/27 23:29:40.173, 0, 100 %, 2 %, 35355 MiB, 74.26 W
2026/08/27 23:29:40.173, 1, 100 %, 0 %, 35344 MiB, 71.53 W
2026/08/27 23:29:40.173, 2, 100 %, 0 %, 35344 MiB, 75.40 W
2026/08/27 23:29:45.173, 0, 0 %, 0 %, 35355 MiB, 63.90 W
2026/08/27 23:29:45.174, 1, 3 %, 0 %, 35344 MiB, 60.36 W
2026/08/27 23:29:45.174, 2, 0 %, 0 %, 35344 MiB, 61.07 W
2026/08/27 23:29:50.175, 0, 0 %, 0 %, 35355 MiB, 38.17 W
2026/08/27 23:29:50.176, 1, 0 %, 0 %, 35344 MiB, 37.79 W
2026/08/27 23:29:50.176, 2, 4 %, 0 %, 35344 MiB, 38.91 W
2026/08/27 23:29:55.184, 0, 4 %, 0 %, 35355 MiB, 39.48 W
2026/08/27 23:29:55.184, 1, 3 %, 0 %, 35344 MiB, 37.58 W
2026/08/27 23:29:55.184, 2, 7 %, 0 %, 35344 MiB, 38.73 W
2026/08/27 23:30:00.186, 0, 8 %, 0 %, 35355 MiB, 37.99 W
2026/08/27 23:30:00.186, 1, 11 %, 0 %, 35344 MiB, 37.69 W
2026/08/27 23:30:00.187, 2, 11 %, 0 %, 35344 MiB, 38.64 W
2026/08/27 23:30:05.188, 0, 0 %, 0 %, 35355 MiB, 43.63 W
2026/08/27 23:30:05.188, 1, 0 %, 0 %, 35344 MiB, 37.28 W
2026/08/27 23:30:05.188, 2, 0 %, 0 %, 35344 MiB, 38.55 W
2026/08/27 23:30:10.189, 0, 0 %, 0 %, 35355 MiB, 37.68 W
2026/08/27 23:30:10.190, 1, 0 %, 0 %, 35344 MiB, 43.60 W
2026/08/27 23:30:10.190, 2, 3 %, 0 %, 35344 MiB, 44.47 W
2026/08/27 23:30:15.190, 0, 0 %, 0 %, 35355 MiB, 37.90 W
2026/08/27 23:30:15.190, 1, 0 %, 0 %, 35344 MiB, 37.29 W
2026/08/27 23:30:15.190, 2, 0 %, 0 %, 35344 MiB, 38.12 W
2026/08/27 23:30:20.191, 0, 0 %, 0 %, 35355 MiB, 37.71 W
2026/08/27 23:30:20.191, 1, 5 %, 0 %, 35344 MiB, 37.39 W
2026/08/27 23:30:20.191, 2, 64 %, 1 %, 35344 MiB, 47.75 W
2026/08/27 23:30:25.191, 0, 5 %, 0 %, 35355 MiB, 37.51 W
2026/08/27 23:30:25.192, 1, 0 %, 0 %, 35344 MiB, 37.27 W
2026/08/27 23:30:25.192, 2, 0 %, 0 %, 35344 MiB, 38.15 W
2026/08/27 23:30:30.192, 0, 0 %, 0 %, 35355 MiB, 37.61 W
2026/08/27 23:30:30.192, 1, 0 %, 0 %, 35344 MiB, 37.26 W
2026/08/27 23:30:30.192, 2, 0 %, 0 %, 35344 MiB, 38.55 W
2026/08/27 23:30:35.193, 0, 12 %, 0 %, 35355 MiB, 38.09 W
2026/08/27 23:30:35.193, 1, 0 %, 0 %, 35344 MiB, 38.28 W
2026/08/27 23:30:35.193, 2, 0 %, 0 %, 35344 MiB, 38.04 W
2026/08/27 23:30:40.193, 0, 5 %, 0 %, 35355 MiB, 42.73 W
2026/08/27 23:30:40.194, 1, 47 %, 6 %, 35344 MiB, 42.01 W
2026/08/27 23:30:40.194, 2, 0 %, 0 %, 35344 MiB, 38.03 W
2026/08/27 23:30:45.195, 0, 2 %, 0 %, 35355 MiB, 38.51 W
2026/08/27 23:30:45.195, 1, 6 %, 0 %, 35344 MiB, 37.08 W
2026/08/27 23:30:45.195, 2, 0 %, 0 %, 35344 MiB, 37.95 W
2026/08/27 23:30:50.196, 0, 5 %, 0 %, 35355 MiB, 37.60 W
2026/08/27 23:30:50.196, 1, 11 %, 0 %, 35344 MiB, 39.04 W
2026/08/27 23:30:50.196, 2, 0 %, 0 %, 35344 MiB, 39.72 W
2026/08/27 23:30:55.200, 0, 0 %, 0 %, 35355 MiB, 37.30 W
2026/08/27 23:30:55.200, 1, 14 %, 0 %, 35344 MiB, 38.19 W
2026/08/27 23:30:55.200, 2, 6 %, 0 %, 35344 MiB, 37.94 W
2026/08/27 23:31:00.201, 0, 0 %, 0 %, 35355 MiB, 37.21 W
2026/08/27 23:31:00.201, 1, 0 %, 0 %, 35344 MiB, 36.79 W
2026/08/27 23:31:00.202, 2, 0 %, 0 %, 35344 MiB, 44.96 W
2026/08/27 23:31:05.202, 0, 0 %, 0 %, 35355 MiB, 37.21 W
2026/08/27 23:31:05.202, 1, 0 %, 0 %, 35344 MiB, 37.77 W
2026/08/27 23:31:05.202, 2, 0 %, 0 %, 35344 MiB, 37.85 W
2026/08/27 23:31:10.203, 0, 4 %, 0 %, 35355 MiB, 37.31 W
2026/08/27 23:31:10.203, 1, 0 %, 0 %, 35344 MiB, 36.79 W
2026/08/27 23:31:10.203, 2, 12 %, 0 %, 35344 MiB, 37.83 W
2026/08/27 23:31:15.205, 0, 0 %, 0 %, 35355 MiB, 37.31 W
2026/08/27 23:31:15.205, 1, 9 %, 0 %, 35344 MiB, 36.88 W
2026/08/27 23:31:15.205, 2, 0 %, 0 %, 35344 MiB, 38.24 W
2026/08/27 23:31:20.206, 0, 0 %, 0 %, 35355 MiB, 37.10 W
2026/08/27 23:31:20.206, 1, 7 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:31:20.206, 2, 4 %, 0 %, 35344 MiB, 38.81 W
2026/08/27 23:31:25.207, 0, 0 %, 0 %, 35355 MiB, 45.20 W
2026/08/27 23:31:25.207, 1, 0 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:31:25.207, 2, 8 %, 0 %, 35344 MiB, 38.14 W
2026/08/27 23:31:30.209, 0, 0 %, 0 %, 35355 MiB, 37.22 W
2026/08/27 23:31:30.209, 1, 0 %, 0 %, 35344 MiB, 36.99 W
2026/08/27 23:31:30.209, 2, 4 %, 0 %, 35344 MiB, 37.75 W
2026/08/27 23:31:35.211, 0, 0 %, 0 %, 35355 MiB, 37.12 W
2026/08/27 23:31:35.211, 1, 4 %, 0 %, 35344 MiB, 36.60 W
2026/08/27 23:31:35.211, 2, 0 %, 0 %, 35344 MiB, 37.85 W
2026/08/27 23:31:40.212, 0, 0 %, 0 %, 35355 MiB, 37.11 W
2026/08/27 23:31:40.212, 1, 4 %, 0 %, 35344 MiB, 116.89 W
2026/08/27 23:31:40.212, 2, 0 %, 0 %, 35346 MiB, 38.24 W
2026/08/27 23:31:45.213, 0, 0 %, 0 %, 35355 MiB, 37.42 W
2026/08/27 23:31:45.213, 1, 6 %, 0 %, 35344 MiB, 36.49 W
2026/08/27 23:31:45.213, 2, 0 %, 0 %, 35346 MiB, 37.85 W
2026/08/27 23:31:50.214, 0, 0 %, 0 %, 35355 MiB, 37.22 W
2026/08/27 23:31:50.214, 1, 0 %, 0 %, 35344 MiB, 36.79 W
2026/08/27 23:31:50.214, 2, 15 %, 1 %, 35346 MiB, 37.85 W
2026/08/27 23:31:55.216, 0, 10 %, 0 %, 35355 MiB, 37.71 W
2026/08/27 23:31:55.216, 1, 0 %, 0 %, 35344 MiB, 36.49 W
2026/08/27 23:31:55.216, 2, 9 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:32:00.218, 0, 4 %, 0 %, 35355 MiB, 36.92 W
2026/08/27 23:32:00.218, 1, 11 %, 0 %, 35344 MiB, 37.08 W
2026/08/27 23:32:00.218, 2, 1 %, 0 %, 35346 MiB, 38.23 W
2026/08/27 23:32:05.219, 0, 0 %, 0 %, 35355 MiB, 37.11 W
2026/08/27 23:32:05.219, 1, 0 %, 0 %, 35344 MiB, 38.28 W
2026/08/27 23:32:05.220, 2, 16 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:32:10.220, 0, 8 %, 0 %, 35355 MiB, 38.51 W
2026/08/27 23:32:10.220, 1, 3 %, 0 %, 35344 MiB, 39.26 W
2026/08/27 23:32:10.220, 2, 7 %, 0 %, 35346 MiB, 37.84 W
2026/08/27 23:32:15.221, 0, 9 %, 0 %, 35355 MiB, 38.40 W
2026/08/27 23:32:15.221, 1, 0 %, 0 %, 35344 MiB, 36.50 W
2026/08/27 23:32:15.221, 2, 0 %, 0 %, 35346 MiB, 37.85 W
2026/08/27 23:32:20.221, 0, 7 %, 0 %, 35355 MiB, 36.92 W
2026/08/27 23:32:20.221, 1, 0 %, 0 %, 35344 MiB, 38.38 W
2026/08/27 23:32:20.221, 2, 0 %, 0 %, 35346 MiB, 37.85 W
2026/08/27 23:32:25.222, 0, 3 %, 0 %, 35355 MiB, 37.22 W
2026/08/27 23:32:25.222, 1, 0 %, 0 %, 35344 MiB, 38.86 W
2026/08/27 23:32:25.222, 2, 0 %, 0 %, 35346 MiB, 37.75 W
2026/08/27 23:32:30.223, 0, 0 %, 0 %, 35355 MiB, 39.38 W
2026/08/27 23:32:30.223, 1, 0 %, 0 %, 35344 MiB, 36.70 W
2026/08/27 23:32:30.223, 2, 1 %, 0 %, 35346 MiB, 37.65 W
2026/08/27 23:32:35.223, 0, 0 %, 0 %, 35355 MiB, 36.92 W
2026/08/27 23:32:35.223, 1, 0 %, 0 %, 35344 MiB, 36.70 W
2026/08/27 23:32:35.223, 2, 5 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:32:40.224, 0, 25 %, 4 %, 35355 MiB, 105.61 W
2026/08/27 23:32:40.224, 1, 21 %, 2 %, 35344 MiB, 100.45 W
2026/08/27 23:32:40.225, 2, 0 %, 0 %, 35346 MiB, 102.71 W
2026/08/27 23:32:45.225, 0, 98 %, 16 %, 35355 MiB, 102.47 W
2026/08/27 23:32:45.225, 1, 100 %, 23 %, 35344 MiB, 141.38 W
2026/08/27 23:32:45.225, 2, 100 %, 23 %, 35346 MiB, 152.61 W
2026/08/27 23:32:50.226, 0, 100 %, 22 %, 35355 MiB, 79.13 W
2026/08/27 23:32:50.226, 1, 100 %, 23 %, 35344 MiB, 168.48 W
2026/08/27 23:32:50.226, 2, 100 %, 21 %, 35346 MiB, 139.20 W
2026/08/27 23:32:55.226, 0, 100 %, 21 %, 35355 MiB, 151.26 W
2026/08/27 23:32:55.226, 1, 100 %, 22 %, 35344 MiB, 206.86 W
2026/08/27 23:32:55.226, 2, 100 %, 22 %, 35346 MiB, 124.05 W
2026/08/27 23:33:00.227, 0, 100 %, 24 %, 35355 MiB, 118.53 W
2026/08/27 23:33:00.227, 1, 100 %, 26 %, 35344 MiB, 139.67 W
2026/08/27 23:33:00.227, 2, 100 %, 22 %, 35346 MiB, 226.95 W
2026/08/27 23:33:05.227, 0, 100 %, 2 %, 35355 MiB, 74.46 W
2026/08/27 23:33:05.228, 1, 100 %, 0 %, 35344 MiB, 71.72 W
2026/08/27 23:33:05.228, 2, 100 %, 0 %, 35346 MiB, 75.14 W
2026/08/27 23:33:10.228, 0, 100 %, 2 %, 35355 MiB, 74.36 W
2026/08/27 23:33:10.229, 1, 100 %, 0 %, 35344 MiB, 71.53 W
2026/08/27 23:33:10.229, 2, 100 %, 0 %, 35346 MiB, 75.72 W
2026/08/27 23:33:15.230, 0, 100 %, 1 %, 35355 MiB, 74.26 W
2026/08/27 23:33:15.230, 1, 100 %, 2 %, 35344 MiB, 72.43 W
2026/08/27 23:33:15.230, 2, 100 %, 1 %, 35346 MiB, 87.04 W
2026/08/27 23:33:20.231, 0, 0 %, 0 %, 35355 MiB, 54.68 W
2026/08/27 23:33:20.231, 1, 0 %, 0 %, 35344 MiB, 38.67 W
2026/08/27 23:33:20.231, 2, 0 %, 0 %, 35346 MiB, 61.39 W
2026/08/27 23:33:25.231, 0, 21 %, 0 %, 35355 MiB, 40.06 W
2026/08/27 23:33:25.232, 1, 0 %, 0 %, 35344 MiB, 37.79 W
2026/08/27 23:33:25.232, 2, 0 %, 0 %, 35346 MiB, 39.11 W
2026/08/27 23:33:30.232, 0, 0 %, 0 %, 35355 MiB, 38.09 W
2026/08/27 23:33:30.232, 1, 0 %, 0 %, 35344 MiB, 37.69 W
2026/08/27 23:33:30.232, 2, 0 %, 0 %, 35346 MiB, 38.84 W
2026/08/27 23:33:35.233, 0, 0 %, 0 %, 35355 MiB, 38.00 W
2026/08/27 23:33:35.233, 1, 0 %, 0 %, 35344 MiB, 37.48 W
2026/08/27 23:33:35.234, 2, 0 %, 0 %, 35346 MiB, 38.83 W
2026/08/27 23:33:40.234, 0, 9 %, 0 %, 35355 MiB, 37.88 W
2026/08/27 23:33:40.234, 1, 0 %, 0 %, 35344 MiB, 37.47 W
2026/08/27 23:33:40.234, 2, 0 %, 0 %, 35346 MiB, 38.45 W
2026/08/27 23:33:45.235, 0, 3 %, 0 %, 35355 MiB, 45.11 W
2026/08/27 23:33:45.235, 1, 3 %, 0 %, 35344 MiB, 41.81 W
2026/08/27 23:33:45.235, 2, 2 %, 0 %, 35346 MiB, 39.83 W
2026/08/27 23:33:50.235, 0, 0 %, 0 %, 35355 MiB, 37.81 W
2026/08/27 23:33:50.235, 1, 14 %, 0 %, 35344 MiB, 37.18 W
2026/08/27 23:33:50.235, 2, 0 %, 0 %, 35346 MiB, 39.94 W
2026/08/27 23:33:55.236, 0, 0 %, 0 %, 35355 MiB, 37.90 W
2026/08/27 23:33:55.236, 1, 0 %, 0 %, 35344 MiB, 38.18 W
2026/08/27 23:33:55.236, 2, 12 %, 0 %, 35346 MiB, 38.25 W
2026/08/27 23:34:00.237, 0, 0 %, 0 %, 35355 MiB, 37.70 W
2026/08/27 23:34:00.237, 1, 0 %, 0 %, 35344 MiB, 37.27 W
2026/08/27 23:34:00.237, 2, 0 %, 0 %, 35346 MiB, 38.25 W
2026/08/27 23:34:05.237, 0, 0 %, 0 %, 35355 MiB, 37.61 W
2026/08/27 23:34:05.237, 1, 4 %, 0 %, 35344 MiB, 38.27 W
2026/08/27 23:34:05.237, 2, 0 %, 0 %, 35346 MiB, 38.15 W
2026/08/27 23:34:10.239, 0, 0 %, 0 %, 35355 MiB, 38.29 W
2026/08/27 23:34:10.239, 1, 4 %, 0 %, 35344 MiB, 36.97 W
2026/08/27 23:34:10.239, 2, 11 %, 0 %, 35346 MiB, 42.68 W
2026/08/27 23:34:15.240, 0, 0 %, 0 %, 35355 MiB, 37.49 W
2026/08/27 23:34:15.240, 1, 0 %, 0 %, 35344 MiB, 36.88 W
2026/08/27 23:34:15.240, 2, 0 %, 0 %, 35346 MiB, 58.11 W
2026/08/27 23:34:20.240, 0, 0 %, 0 %, 35355 MiB, 37.41 W
2026/08/27 23:34:20.240, 1, 0 %, 0 %, 35344 MiB, 37.07 W
2026/08/27 23:34:20.241, 2, 0 %, 0 %, 35346 MiB, 38.94 W
2026/08/27 23:34:25.241, 0, 6 %, 0 %, 35355 MiB, 37.31 W
2026/08/27 23:34:25.241, 1, 1 %, 0 %, 35344 MiB, 37.28 W
2026/08/27 23:34:25.241, 2, 0 %, 0 %, 35346 MiB, 38.23 W
2026/08/27 23:34:30.242, 0, 9 %, 0 %, 35355 MiB, 37.32 W
2026/08/27 23:34:30.242, 1, 0 %, 0 %, 35344 MiB, 36.88 W
2026/08/27 23:34:30.242, 2, 5 %, 0 %, 35346 MiB, 38.04 W
2026/08/27 23:34:35.243, 0, 0 %, 0 %, 35355 MiB, 37.90 W
2026/08/27 23:34:35.243, 1, 6 %, 0 %, 35344 MiB, 36.89 W
2026/08/27 23:34:35.243, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:34:40.244, 0, 0 %, 0 %, 35355 MiB, 38.39 W
2026/08/27 23:34:40.245, 1, 7 %, 0 %, 35344 MiB, 36.98 W
2026/08/27 23:34:40.245, 2, 10 %, 0 %, 35346 MiB, 37.92 W
2026/08/27 23:34:45.245, 0, 0 %, 0 %, 35355 MiB, 37.22 W
2026/08/27 23:34:45.245, 1, 5 %, 0 %, 35344 MiB, 38.09 W
2026/08/27 23:34:45.245, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:34:50.246, 0, 0 %, 0 %, 35355 MiB, 37.42 W
2026/08/27 23:34:50.246, 1, 5 %, 0 %, 35344 MiB, 36.70 W
2026/08/27 23:34:50.246, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:34:55.246, 0, 0 %, 0 %, 35355 MiB, 39.37 W
2026/08/27 23:34:55.246, 1, 0 %, 0 %, 35344 MiB, 36.79 W
2026/08/27 23:34:55.246, 2, 5 %, 0 %, 35346 MiB, 38.02 W
2026/08/27 23:35:00.247, 0, 3 %, 0 %, 35355 MiB, 37.22 W
2026/08/27 23:35:00.247, 1, 10 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:35:00.247, 2, 0 %, 0 %, 35346 MiB, 38.25 W
2026/08/27 23:35:05.248, 0, 0 %, 0 %, 35355 MiB, 37.31 W
2026/08/27 23:35:05.248, 1, 8 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:35:05.248, 2, 6 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:35:10.249, 0, 6 %, 0 %, 35355 MiB, 38.79 W
2026/08/27 23:35:10.249, 1, 0 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:35:10.249, 2, 23 %, 0 %, 35346 MiB, 39.74 W
2026/08/27 23:35:15.249, 0, 17 %, 0 %, 35355 MiB, 36.99 W
2026/08/27 23:35:15.249, 1, 0 %, 0 %, 35344 MiB, 36.60 W
2026/08/27 23:35:15.249, 2, 0 %, 0 %, 35346 MiB, 40.89 W
2026/08/27 23:35:20.250, 0, 7 %, 0 %, 35355 MiB, 36.92 W
2026/08/27 23:35:20.250, 1, 0 %, 0 %, 35344 MiB, 36.60 W
2026/08/27 23:35:20.250, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:35:25.251, 0, 0 %, 0 %, 35355 MiB, 42.12 W
2026/08/27 23:35:25.251, 1, 0 %, 0 %, 35344 MiB, 36.69 W
2026/08/27 23:35:25.252, 2, 0 %, 0 %, 35346 MiB, 39.44 W
2026/08/27 23:35:30.253, 0, 13 %, 0 %, 35355 MiB, 37.00 W
2026/08/27 23:35:30.253, 1, 0 %, 0 %, 35344 MiB, 36.87 W
2026/08/27 23:35:30.253, 2, 18 %, 0 %, 35346 MiB, 57.50 W
2026/08/27 23:35:35.253, 0, 0 %, 0 %, 35355 MiB, 36.92 W
2026/08/27 23:35:35.254, 1, 0 %, 0 %, 35344 MiB, 36.70 W
2026/08/27 23:35:35.254, 2, 0 %, 0 %, 35346 MiB, 45.47 W
2026/08/27 23:35:40.255, 0, 0 %, 0 %, 35355 MiB, 57.80 W
2026/08/27 23:35:40.255, 1, 0 %, 0 %, 35344 MiB, 36.59 W
2026/08/27 23:35:40.255, 2, 23 %, 0 %, 35346 MiB, 38.14 W
2026/08/27 23:35:45.256, 0, 0 %, 0 %, 35355 MiB, 37.23 W
2026/08/27 23:35:45.257, 1, 0 %, 0 %, 35344 MiB, 36.71 W
2026/08/27 23:35:45.257, 2, 0 %, 0 %, 35346 MiB, 38.04 W
2026/08/27 23:35:50.257, 0, 11 %, 0 %, 35355 MiB, 37.03 W
2026/08/27 23:35:50.257, 1, 0 %, 0 %, 35344 MiB, 36.70 W
2026/08/27 23:35:50.257, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:35:55.258, 0, 0 %, 0 %, 35355 MiB, 37.01 W
2026/08/27 23:35:55.258, 1, 2 %, 0 %, 35344 MiB, 36.71 W
2026/08/27 23:35:55.258, 2, 0 %, 0 %, 35346 MiB, 37.95 W
2026/08/27 23:36:00.258, 0, 25 %, 0 %, 35355 MiB, 55.36 W
2026/08/27 23:36:00.259, 1, 0 %, 0 %, 35344 MiB, 36.60 W
2026/08/27 23:36:00.259, 2, 0 %, 0 %, 35346 MiB, 37.75 W
2026/08/27 23:36:05.259, 0, 10 %, 0 %, 35355 MiB, 37.24 W
2026/08/27 23:36:05.259, 1, 0 %, 0 %, 35344 MiB, 36.41 W
2026/08/27 23:36:05.259, 2, 0 %, 0 %, 35346 MiB, 37.75 W
2026/08/27 23:36:10.260, 0, 95 %, 17 %, 35355 MiB, 93.75 W
2026/08/27 23:36:10.260, 1, 84 %, 16 %, 35344 MiB, 188.97 W
2026/08/27 23:36:10.260, 2, 65 %, 15 %, 35346 MiB, 79.72 W
2026/08/27 23:36:15.261, 0, 100 %, 31 %, 35355 MiB, 232.90 W
2026/08/27 23:36:15.261, 1, 100 %, 18 %, 35344 MiB, 183.65 W
2026/08/27 23:36:15.261, 2, 100 %, 22 %, 35346 MiB, 103.44 W
2026/08/27 23:36:20.262, 0, 100 %, 17 %, 35355 MiB, 207.69 W
2026/08/27 23:36:20.262, 1, 100 %, 21 %, 35344 MiB, 82.49 W
2026/08/27 23:36:20.262, 2, 100 %, 25 %, 35346 MiB, 144.68 W
2026/08/27 23:36:25.264, 0, 100 %, 22 %, 35355 MiB, 137.02 W
2026/08/27 23:36:25.264, 1, 98 %, 10 %, 35344 MiB, 188.16 W
2026/08/27 23:36:25.265, 2, 100 %, 18 %, 35346 MiB, 81.08 W
2026/08/27 23:36:30.266, 0, 100 %, 17 %, 35355 MiB, 152.34 W
2026/08/27 23:36:30.266, 1, 100 %, 18 %, 35344 MiB, 180.51 W
2026/08/27 23:36:30.266, 2, 100 %, 26 %, 35346 MiB, 136.05 W
2026/08/27 23:36:35.267, 0, 100 %, 2 %, 35355 MiB, 75.48 W
2026/08/27 23:36:35.267, 1, 100 %, 0 %, 35344 MiB, 71.65 W
2026/08/27 23:36:35.267, 2, 100 %, 1 %, 35346 MiB, 75.55 W
2026/08/27 23:36:40.268, 0, 100 %, 0 %, 35355 MiB, 74.46 W
2026/08/27 23:36:40.269, 1, 100 %, 1 %, 35344 MiB, 71.65 W
2026/08/27 23:36:40.269, 2, 100 %, 2 %, 35346 MiB, 97.94 W
2026/08/27 23:36:45.270, 0, 100 %, 1 %, 35355 MiB, 75.36 W
2026/08/27 23:36:45.270, 1, 100 %, 1 %, 35344 MiB, 72.12 W
2026/08/27 23:36:45.271, 2, 99 %, 1 %, 35346 MiB, 75.65 W
2026/08/27 23:36:50.272, 0, 0 %, 0 %, 35355 MiB, 38.40 W
2026/08/27 23:36:50.272, 1, 0 %, 0 %, 35344 MiB, 38.19 W
2026/08/27 23:36:50.272, 2, 0 %, 0 %, 35346 MiB, 39.34 W
2026/08/27 23:36:55.273, 0, 0 %, 0 %, 35355 MiB, 42.43 W
2026/08/27 23:36:55.273, 1, 0 %, 0 %, 35344 MiB, 37.79 W
2026/08/27 23:36:55.273, 2, 5 %, 0 %, 35346 MiB, 39.02 W
2026/08/27 23:37:00.284, 0, 0 %, 0 %, 35355 MiB, 38.09 W
2026/08/27 23:37:00.284, 1, 5 %, 0 %, 35344 MiB, 37.69 W
2026/08/27 23:37:00.284, 2, 25 %, 0 %, 35346 MiB, 38.54 W
2026/08/27 23:37:05.285, 0, 0 %, 0 %, 35355 MiB, 37.99 W
2026/08/27 23:37:05.285, 1, 0 %, 0 %, 35344 MiB, 37.98 W
2026/08/27 23:37:05.286, 2, 12 %, 0 %, 35346 MiB, 38.54 W
2026/08/27 23:37:10.286, 0, 12 %, 0 %, 35355 MiB, 38.69 W
2026/08/27 23:37:10.286, 1, 0 %, 0 %, 35344 MiB, 37.37 W
2026/08/27 23:37:10.286, 2, 12 %, 0 %, 35346 MiB, 38.52 W
2026/08/27 23:37:15.287, 0, 0 %, 0 %, 35355 MiB, 39.29 W
2026/08/27 23:37:15.287, 1, 7 %, 0 %, 35344 MiB, 49.13 W
2026/08/27 23:37:15.287, 2, 0 %, 0 %, 35346 MiB, 38.45 W
2026/08/27 23:37:20.287, 0, 0 %, 0 %, 35355 MiB, 37.80 W
2026/08/27 23:37:20.287, 1, 4 %, 0 %, 35344 MiB, 37.18 W
2026/08/27 23:37:20.288, 2, 0 %, 0 %, 35346 MiB, 38.35 W
2026/08/27 23:37:25.288, 0, 9 %, 0 %, 35355 MiB, 38.27 W
2026/08/27 23:37:25.288, 1, 7 %, 0 %, 35344 MiB, 37.27 W
2026/08/27 23:37:25.288, 2, 0 %, 0 %, 35346 MiB, 44.57 W
2026/08/27 23:37:30.289, 0, 0 %, 0 %, 35355 MiB, 37.50 W
2026/08/27 23:37:30.289, 1, 4 %, 0 %, 35344 MiB, 37.27 W
2026/08/27 23:37:30.289, 2, 0 %, 0 %, 35346 MiB, 41.80 W
